------+-----------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File     Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
  240 |  1  dd.s    100 | Code        | 11 |         |    3 | 00/40A0 : 8D 83 41    |                 sta   tempo+2        
  241 |  1  dd.s    101 | Code        | 11 |         |    3 | 00/40A3 : AD 7C 41    |                 lda   remainder+3    
  242 |  1  dd.s    102 | Code        | 11 |         |    3 | 00/40A6 : ED 80 41    |                 sbc   divisor+3      
  243 |  1  dd.s    103 | Code        | 11 |         |    3 | 00/40A9 : 8D 84 41    |                 sta   tempo+3        
  244 |  1  dd.s    104 | Code        | 11 |         |    1 | 00/40AC : 08          |                 php                  ; save carry.
  245 |  1  dd.s    105 | Comment     | 11 |         |    0 | 00/40AD               |                                 ; carry is set if remainder >= divisor 
  246 |  1  dd.s    106 | Comment     | 11 |         |    0 | 00/40AD               |                                 ; (ie. substraction result is >= 0)
  247 |  1  dd.s    107 | Comment     | 11 |         |    0 | 00/40AD               |                                 ; 
  248 |  1  dd.s    108 | Code        | 11 |         |    3 | 00/40AD : 2E 71 41    |                 rol   decimal        ; result shifted left, carry enters right
  249 |  1  dd.s    109 | Code        | 11 |         |    3 | 00/40B0 : 2E 72 41    |                 rol   decimal+1      ; if carry clear, 0 enters in result
  250 |  1  dd.s    110 | Code        | 11 |         |    3 | 00/40B3 : 2E 73 41    |                 rol   decimal+2      ; if carry set, 1 enters in result
  251 |  1  dd.s    111 | Code        | 11 |         |    3 | 00/40B6 : 2E 74 41    |                 rol   decimal+3      
  252 |  1  dd.s    112 | Code        | 11 |         |    1 | 00/40B9 : 28          |                 plp                  ; restore carry
  253 |  1  dd.s    113 | Code        | 11 |         |    2 | 00/40BA : 90 15       |                 bcc   skipdec        ; if carry clear (<=> remainder < divisor) then loop
  254 |  1  dd.s    114 | Empty       | 11 |         |    0 | 00/40BC               |                                      
  255 |  1  dd.s    115 | Empty       | 11 |         |    0 | 00/40BC               |                                      
  256 |  1  dd.s    116 | Code        | 11 |         |    3 | 00/40BC : 8D 7C 41    |                 sta   remainder+3    ; else, remainder = remainder
  257 |  1  dd.s    117 | Code        | 11 |         |    3 | 00/40BF : AD 83 41    |                 lda   tempo+2        
  258 |  1  dd.s    118 | Code        | 11 |         |    3 | 00/40C2 : 8D 7B 41    |                 sta   remainder+2    
  259 |  1  dd.s    119 | Code        | 11 |         |    3 | 00/40C5 : AD 82 41    |                 lda   tempo+1        
  260 |  1  dd.s    120 | Code        | 11 |         |    3 | 00/40C8 : 8D 7A 41    |                 sta   remainder+1    
  261 |  1  dd.s    121 | Code        | 11 |         |    3 | 00/40CB : AD 81 41    |                 lda   tempo          
  262 |  1  dd.s    122 | Code        | 11 |         |    3 | 00/40CE : 8D 79 41    |                 sta   remainder      
  263 |  1  dd.s    123 | Empty       | 11 |         |    0 | 00/40D1               |                                      
  264 |  1  dd.s    124 | Comment     | 11 |         |    0 | 00/40D1               | *<sym>
  265 |  1  dd.s    125 | Empty       | 11 |         |    0 | 00/40D1               | skipdec                              
  266 |  1  dd.s    126 | Empty       | 11 |         |    0 | 00/40D1               |                                      
  267 |  1  dd.s    127 | Code        | 11 |         |    1 | 00/40D1 : CA          |                 dex                  ; next loop
  268 |  1  dd.s    128 | Code        | 11 |         |    2 | 00/40D2 : D0 A7       |                 bne   divloopdec     
  269 |  1  dd.s    129 | Code        | 11 |         |    1 | 00/40D4 : 60          |                 rts                  
  270 |  1  dd.s    130 | Comment     | 11 |         |    0 | 00/40D5               | **************
  271 |  1  dd.s    131 | Empty       | 11 |         |    0 | 00/40D5               |                                      
  272 |  1  dd.s    132 | Comment     | 11 |         |    0 | 00/40D5               | * * * * * * * * * * * * * * * * * * * * 
  273 |  1  dd.s    133 | Comment     | 11 |         |    0 | 00/40D5               | *               Functions
  274 |  1  dd.s    134 | Comment     | 11 |         |    0 | 00/40D5               | * * * * * * * * * * * * * * * * * * * * 
  275 |  1  dd.s    135 | Comment     | 11 |         |    0 | 00/40D5               | *<sym>
  276 |  1  dd.s    136 | Empty       | 11 |         |    0 | 00/40D5               | loadnumbers                          
  277 |  1  dd.s    137 | Empty       | 11 |         |    0 | 00/40D5               |                                      
  278 |  1  dd.s    138 | Code        | 11 |         |    2 | 00/40D5 : A2 03       |                 ldx   #3             
  279 |  1  dd.s    139 | Comment     | 11 |         |    0 | 00/40D7               | *<sym>
  280 |  1  dd.s    140 | Empty       | 11 |         |    0 | 00/40D7               | m4                                   
  281 |  1  dd.s    141 | Code        | 11 |         |    3 | 00/40D7 : BD 69 41    |                 lda   val1,x         
  282 |  1  dd.s    142 | Code        | 11 |         |    3 | 00/40DA : 9D 75 41    |                 sta   dividend,x     
  283 |  1  dd.s    143 | Code        | 11 |         |    1 | 00/40DD : CA          |                 dex                  
  284 |  1  dd.s    144 | Code        | 11 |         |    2 | 00/40DE : 10 F7       |                 bpl   m4             
  285 |  1  dd.s    145 | Empty       | 11 |         |    0 | 00/40E0               |                                      
  286 |  1  dd.s    146 | Code        | 11 |         |    2 | 00/40E0 : A2 03       |                 ldx   #3             
  287 |  1  dd.s    147 | Comment     | 11 |         |    0 | 00/40E2               | *<sym>
  288 |  1  dd.s    148 | Empty       | 11 |         |    0 | 00/40E2               | m42                                  
  289 |  1  dd.s    149 | Code        | 11 |         |    3 | 00/40E2 : BD 6D 41    |                 lda   val2,x         
  290 |  1  dd.s    150 | Code        | 11 |         |    3 | 00/40E5 : 9D 7D 41    |                 sta   divisor,x      
  291 |  1  dd.s    151 | Code        | 11 |         |    1 | 00/40E8 : CA          |                 dex                  
  292 |  1  dd.s    152 | Code        | 11 |         |    2 | 00/40E9 : 10 F7       |                 bpl   m42            
  293 |  1  dd.s    153 | Code        | 11 |         |    1 | 00/40EB : 60          |                 rts                  
  294 |  1  dd.s    154 | Empty       | 11 |         |    0 | 00/40EC               |                                      
  295 |  1  dd.s    155 | Comment     | 11 |         |    0 | 00/40EC               | *<sym>
  296 |  1  dd.s    156 | Empty       | 11 |         |    0 | 00/40EC               | initvar                              
  297 |  1  dd.s    157 | Code        | 11 |         |    2 | 00/40EC : A9 00       |                 lda   #0             
  298 |  1  dd.s    158 | Code        | 11 |         |    3 | 00/40EE : 8D 71 41    |                 sta   decimal        
  299 |  1  dd.s    159 | Code        | 11 |         |    3 | 00/40F1 : 8D 72 41    |                 sta   decimal+1      
  300 |  1  dd.s    160 | Code        | 11 |         |    3 | 00/40F4 : 8D 73 41    |                 sta   decimal+2      
  301 |  1  dd.s    161 | Code        | 11 |         |    3 | 00/40F7 : 8D 74 41    |                 sta   decimal+3      
  302 |  1  dd.s    162 | Empty       | 11 |         |    0 | 00/40FA               |                                      
  303 |  1  dd.s    163 | Code        | 11 |         |    3 | 00/40FA : 8D 79 41    |                 sta   remainder      
  304 |  1  dd.s    164 | Code        | 11 |         |    3 | 00/40FD : 8D 7A 41    |                 sta   remainder+1    
  305 |  1  dd.s    165 | Code        | 11 |         |    3 | 00/4100 : 8D 7B 41    |                 sta   remainder+2    
  306 |  1  dd.s    166 | Code        | 11 |         |    3 | 00/4103 : 8D 7C 41    |                 sta   remainder+3    
  307 |  1  dd.s    167 | Code        | 11 |         |    1 | 00/4106 : 60          |                 rts                  
  308 |  1  dd.s    168 | Empty       | 11 |         |    0 | 00/4107               |                                      
  309 |  1  dd.s    169 | Comment     | 11 |         |    0 | 00/4107               | *<sym>
  310 |  1  dd.s    170 | Empty       | 11 |         |    0 | 00/4107               | prndivid                             
  311 |  1  dd.s    171 | Empty       | 11 |         |    0 | 00/4107               |                                      
  312 |  1  dd.s    172 | Code        | 11 |         |    2 | 00/4107 : A9 A4       |                 lda   #"$"           
  313 |  1  dd.s    173 | Code        | 11 |         |    3 | 00/4109 : 20 ED FD    |                 jsr   {$FDED}        
  314 |  1  dd.s    174 | Empty       | 11 |         |    0 | 00/410C               |                                      
  315 |  1  dd.s    175 | Code        | 11 |         |    3 | 00/410C : AD 78 41    |                 lda   dividend+3     
  316 |  1  dd.s    176 | Code        | 11 |         |    3 | 00/410F : 20 DA FD    |                 jsr   {$FDDA}        
  317 |  1  dd.s    177 | Code        | 11 |         |    3 | 00/4112 : AD 77 41    |                 lda   dividend+2     
  318 |  1  dd.s    178 | Code        | 11 |         |    3 | 00/4115 : 20 DA FD    |                 jsr   {$FDDA}        
  319 |  1  dd.s    179 | Code        | 11 |         |    3 | 00/4118 : AD 76 41    |                 lda   dividend+1     
  320 |  1  dd.s    180 | Code        | 11 |         |    3 | 00/411B : 20 DA FD    |                 jsr   {$FDDA}        
  321 |  1  dd.s    181 | Code        | 11 |         |    3 | 00/411E : AD 75 41    |                 lda   dividend       
  322 |  1  dd.s    182 | Code        | 11 |         |    3 | 00/4121 : 20 DA FD    |                 jsr   {$FDDA}        
  323 |  1  dd.s    183 | Code        | 11 |         |    1 | 00/4124 : 60          |                 rts                  
  324 |  1  dd.s    184 | Empty       | 11 |         |    0 | 00/4125               |                                      
  325 |  1  dd.s    185 | Comment     | 11 |         |    0 | 00/4125               | *<sym>
  326 |  1  dd.s    186 | Empty       | 11 |         |    0 | 00/4125               | prndecim                             
  327 |  1  dd.s    187 | Code        | 11 |         |    2 | 00/4125 : A9 A0       |                 lda   #" "           
  328 |  1  dd.s    188 | Code        | 11 |         |    3 | 00/4127 : 20 ED FD    |                 jsr   {$FDED}        
  329 |  1  dd.s    189 | Code        | 11 |         |    2 | 00/412A : A9 A4       |                 lda   #"$"           
  330 |  1  dd.s    190 | Code        | 11 |         |    3 | 00/412C : 20 ED FD    |                 jsr   {$FDED}        
  331 |  1  dd.s    191 | Code        | 11 |         |    3 | 00/412F : AD 74 41    |                 lda   decimal+3      
  332 |  1  dd.s    192 | Code        | 11 |         |    3 | 00/4132 : 20 DA FD    |                 jsr   {$FDDA}        
  333 |  1  dd.s    193 | Code        | 11 |         |    3 | 00/4135 : AD 73 41    |                 lda   decimal+2      
  334 |  1  dd.s    194 | Code        | 11 |         |    3 | 00/4138 : 20 DA FD    |                 jsr   {$FDDA}        
  335 |  1  dd.s    195 | Code        | 11 |         |    3 | 00/413B : AD 72 41    |                 lda   decimal+1      
  336 |  1  dd.s    196 | Code        | 11 |         |    3 | 00/413E : 20 DA FD    |                 jsr   {$FDDA}        
  337 |  1  dd.s    197 | Code        | 11 |         |    3 | 00/4141 : AD 71 41    |                 lda   decimal        
  338 |  1  dd.s    198 | Code        | 11 |         |    3 | 00/4144 : 20 DA FD    |                 jsr   {$FDDA}        
  339 |  1  dd.s    199 | Code        | 11 |         |    1 | 00/4147 : 60          |                 rts                  
  340 |  1  dd.s    200 | Empty       | 11 |         |    0 | 00/4148               |                                      
  341 |  1  dd.s    201 | Comment     | 11 |         |    0 | 00/4148               | *<sym>
  342 |  1  dd.s    202 | Empty       | 11 |         |    0 | 00/4148               | prnrem                               
  343 |  1  dd.s    203 | Code        | 11 |         |    3 | 00/4148 : 20 8E FD    |                 jsr   {$FD8E}        
  344 |  1  dd.s    204 | Code        | 11 |         |    2 | 00/414B : A9 A4       |                 lda   #"$"           
  345 |  1  dd.s    205 | Code        | 11 |         |    3 | 00/414D : 20 ED FD    |                 jsr   {$FDED}        
  346 |  1  dd.s    206 | Empty       | 11 |         |    0 | 00/4150               |                                      
  347 |  1  dd.s    207 | Code        | 11 |         |    3 | 00/4150 : AD 7C 41    |                 lda   remainder+3    
  348 |  1  dd.s    208 | Code        | 11 |         |    3 | 00/4153 : 20 DA FD    |                 jsr   {$FDDA}        
  349 |  1  dd.s    209 | Code        | 11 |         |    3 | 00/4156 : AD 7B 41    |                 lda   remainder+2    
  350 |  1  dd.s    210 | Code        | 11 |         |    3 | 00/4159 : 20 DA FD    |                 jsr   {$FDDA}        
  351 |  1  dd.s    211 | Code        | 11 |         |    3 | 00/415C : AD 7A 41    |                 lda   remainder+1    
  352 |  1  dd.s    212 | Code        | 11 |         |    3 | 00/415F : 20 DA FD    |                 jsr   {$FDDA}        
  353 |  1  dd.s    213 | Code        | 11 |         |    3 | 00/4162 : AD 79 41    |                 lda   remainder      
  354 |  1  dd.s    214 | Code        | 11 |         |    3 | 00/4165 : 20 DA FD    |                 jsr   {$FDDA}        
  355 |  1  dd.s    215 | Code        | 11 |         |    1 | 00/4168 : 60          |                 rts                  
  356 |  1  dd.s    216 | Empty       | 11 |         |    0 | 00/4169               |                                      
  357 |  1  dd.s    217 | Empty       | 11 |         |    0 | 00/4169               |                                      
  358 |  1  dd.s    218 | Comment     | 11 |         |    0 | 00/4169               | * * * * * * * * * * * * * * * * * * * * 
  359 |  1  dd.s    219 | Comment     | 11 |         |    0 | 00/4169               | *                  Data
  360 |  1  dd.s    220 | Comment     | 11 |         |    0 | 00/4169               | * * * * * * * * * * * * * * * * * * * * 
  361 |  1  dd.s    221 | Comment     | 11 |         |    0 | 00/4169               | *<sym>
  362 |  1  dd.s    222 | Empty       | 11 |         |    0 | 00/4169               | val1                                 
  363 |  1  dd.s    223 | Comment     | 11 |         |    0 | 00/4169               | *hex 002D3101            ; 20 000 000 
  364 |  1  dd.s    224 | Data        | 11 |         |    4 | 00/4169 : 64 23 5D 65 |                 hex   64235d65       ; $655d2364 = 1700602724
  365 |  1  dd.s    225 | Comment     | 11 |         |    0 | 00/416D               | *<sym>
  366 |  1  dd.s    226 | Data        | 11 |         |    4 | 00/416D : 0F 00 00 00 | val2            hex   0F000000       ; 15
  367 |  1  dd.s    227 | Empty       | 11 |         |    0 | 00/4171               |                                      
  368 |  1  dd.s    228 | Comment     | 11 |         |    0 | 00/4171               | *<sym>
  369 |  1  dd.s    229 | Data        | 11 |         |    4 | 00/4171 : 00 00 00 00 | decimal         ds    4              
  370 |  1  dd.s    230 | Empty       | 11 |         |    0 | 00/4175               |                                      
  371 |  1  dd.s    231 | Comment     | 11 |         |    0 | 00/4175               | *<m1>
  372 |  1  dd.s    232 | Comment     | 11 |         |    0 | 00/4175               | *<sym>
  373 |  1  dd.s    233 | Data        | 11 |         |    4 | 00/4175 : 00 00 00 00 | dividend        ds    4              
  374 |  1  dd.s    234 | Empty       | 11 |         |    0 | 00/4179               |                                      
  375 |  1  dd.s    235 | Comment     | 11 |         |    0 | 00/4179               | *<m2>
  376 |  1  dd.s    236 | Comment     | 11 |         |    0 | 00/4179               | *<sym>
  377 |  1  dd.s    237 | Data        | 11 |         |    4 | 00/4179 : 00 00 00 00 | remainder       ds    4              
  378 |  1  dd.s    238 | Comment     | 11 |         |    0 | 00/417D               | *<sym>
  379 |  1  dd.s    239 | Data        | 11 |         |    4 | 00/417D : 00 00 00 00 | divisor         ds    4              
  380 |  1  dd.s    240 | Comment     | 11 |         |    0 | 00/4181               | *<sym>
  381 |  1  dd.s    241 | Data        | 11 |         |    4 | 00/4181 : 00 00 00 00 | tempo           ds    4              
  382 |  1  dd.s    242 | Empty       | 11 |         |    0 | 00/4185               |                                      
  383 |  1  dd.s    243 | Equivalence | 11 |         |    0 | 00/4185               | result          =     dividend       
  384 |  1  dd.s    244 | Empty       | 11 |         |    0 | 00/4185               |                                      
  385 |  1  dd.s    245 | Empty       | 11 |         |    0 | 00/4185               |                                      
  386 |  1  dd.s    246 | Empty       | 11 |         |    0 | 00/4185               |                                      
------+-----------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
